# evals,fx,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
5.000000000000000000e+01,1.128646658119147084e+01,-7.775939245494555507e+00,4.409161449843415426e+01,-9.206027895594850463e+01,4.409339066533334517e+01,-4.223478967512670579e+01,-1.871853332107818346e+00,7.469164571302283662e+01,-6.224167218177058913e+01,2.913469471470529015e+01,-3.576019159351659482e+00,5.737495335020346943e+01,1.212663359505529570e+01,-4.272408792107855646e+01,-6.337774573237715714e+01,1.697246400236338104e+00,3.035435083989426630e+01,4.210039160027196203e+01,-2.315600947049397007e+01,-4.599305469384668754e+01,-4.462016980219571849e+01
1.000000000000000000e+02,9.654665784529477435e+00,-7.775939245494555507e+00,-4.811692767871706522e+00,-9.206027895594850463e+01,4.409339066533334517e+01,-4.223478967512670579e+01,-1.871853332107818346e+00,-1.317828697851644648e+01,-9.216032076712906473e+01,2.913469471470529015e+01,-4.005331299587219007e+01,5.737495335020346943e+01,1.212663359505529570e+01,-4.272408792107855646e+01,-2.486502170844613602e+01,4.718354526074364230e-01,3.035435083989426630e+01,4.210039160027196203e+01,-2.315600947049397007e+01,1.021776384168817842e+01,-4.462016980219571849e+01
1.500000000000000000e+02,9.214986318237704310e+00,-7.775939245494555507e+00,-4.811692767871706522e+00,-6.322195770328376341e+01,4.409339066533334517e+01,-3.058198683346515168e+01,6.050599454294302681e+00,1.115979728579102215e+00,-9.216032076712906473e+01,1.691646075597051180e+01,-4.005331299587219007e+01,-1.639070709944738979e+01,-3.336202124487049758e+01,-4.272408792107855646e+01,-3.505356118374235308e+01,2.667217918583686398e+01,5.405399273352975342e+01,6.239910036024840423e+01,-3.767770553807145717e+01,1.021776384168817842e+01,-4.462016980219571849e+01
2.000000000000000000e+02,7.708502482992039440e+00,-4.538445952468968869e+00,-1.130064227758431983e+01,-1.144874635701427223e-01,-1.794964628489267966e+00,-1.385013960918819720e+01,-9.743937473471638100e+01,1.721573329194894697e+01,5.709965776456314757e+00,2.187775544682519779e+00,-3.781008448152320511e+01,-2.500448141957335224e+00,8.684493077201409506e-01,-3.382567321098887447e+01,-4.519948971903416179e+01,-5.140862820596746019e+01,-4.636831225369197540e+01,2.314985885419060097e+01,7.604564513232026002e+01,8.021138639548706095e+00,-2.937411489158434819e+01
2.500000000000000000e+02,7.708502482992039440e+00,-4.538445952468968869e+00,-1.130064227758431983e+01,-1.144874635701427223e-01,-1.794964628489267966e+00,-1.385013960918819720e+01,-9.743937473471638100e+01,1.721573329194894697e+01,5.709965776456314757e+00,2.187775544682519779e+00,-3.781008448152320511e+01,-2.500448141957335224e+00,8.684493077201409506e-01,-3.382567321098887447e+01,-4.519948971903416179e+01,-5.140862820596746019e+01,-4.636831225369197540e+01,2.314985885419060097e+01,7.604564513232026002e+01,8.021138639548706095e+00,-2.937411489158434819e+01
3.000000000000000000e+02,5.748403992014027963e+00,2.118342925718072678e+01,-3.317236753429571650e+01,-1.777822127634286176e+01,8.688927402468562988e+00,-2.000320779199936894e+01,-5.125937222252173342e+01,-7.987298120356939535e+00,1.791355909958081583e+01,-1.918898677350584592e+01,-1.002112160191849455e+00,5.766049961974993465e+01,2.589714582520312902e+01,4.143582557586173110e+00,-1.576565454985160031e+01,-2.877157941837151967e+01,1.497301181892452604e+01,3.598714791641398847e+00,-3.053958987713011553e+01,-2.108034481511283076e+01,-8.104460438270659495e+01
3.500000000000000000e+02,4.744252724386349485e+00,-8.219329159959579911e+00,1.690771689973979619e+01,2.671145141508750953e+01,-1.002756925906168206e+01,-1.897219457182913516e+00,1.324290124724094042e+01,6.297852619926652551e+01,1.068900386390509283e+01,-3.770769602379336050e+01,3.004574807042692797e+01,-9.920387801245865944e+00,3.207268132150753104e+01,-2.775002058920297898e+01,-1.574061665583025160e+01,5.003096130136547970e+00,-5.342746278847132402e+01,3.176138051603510348e+01,-8.483975129288428008e-01,3.235797114309361433e+01,1.201830912751334068e+01
4.000000000000000000e+02,3.850561009473635554e+00,4.657470609329916300e+01,-4.455003884396407265e+00,4.354502685553610064e+01,1.427268037877706064e+00,-3.419944699151047374e-01,3.127007243605603293e+01,3.606397005870459971e+00,-2.117136591812227664e+01,-4.619112208261192620e+00,-1.468519570396627216e+01,-1.168472404756873217e+01,1.608425826892988653e+01,-3.197210642206109199e+01,6.205575933573301839e+00,-3.071476940990760696e+01,4.155254858107798555e+01,-3.696685027908283239e+00,2.154605298353027365e+01,2.667189167405234329e+01,1.798802237745794841e+01
4.500000000000000000e+02,2.926952629201611700e+00,-3.457752510189736839e+00,-6.020329918449107254e+00,-2.161076663078350890e+01,2.116678618171615156e+01,8.737191029955688748e+00,-1.461662023573065383e+01,2.725786037953276164e+01,2.432092384393294893e+01,3.046612463639387869e+01,2.120605973580404680e+01,2.518396719163220965e+01,-2.094430767834955986e+01,1.105230153182113284e+01,4.786453655119503026e+01,-3.831757448170659330e+00,-1.538845988839206314e+00,5.869588998304415384e+00,6.109843694631602595e+00,-1.207585823867356467e+01,-4.616620442812838121e+00
5.000000000000000000e+02,2.926952629201611700e+00,-3.457752510189736839e+00,-6.020329918449107254e+00,-2.161076663078350890e+01,2.116678618171615156e+01,8.737191029955688748e+00,-1.461662023573065383e+01,2.725786037953276164e+01,2.432092384393294893e+01,3.046612463639387869e+01,2.120605973580404680e+01,2.518396719163220965e+01,-2.094430767834955986e+01,1.105230153182113284e+01,4.786453655119503026e+01,-3.831757448170659330e+00,-1.538845988839206314e+00,5.869588998304415384e+00,6.109843694631602595e+00,-1.207585823867356467e+01,-4.616620442812838121e+00
