# evals,fx,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
5.000000000000000000e+01,9.549707499384510356e+00,2.537068754327000875e+01,1.148996211445650317e+01,-3.628408808403960251e+01,-2.103135582831453121e+01,-4.840508282696296760e+01,1.644822465704311298e+01,-6.767425791124253465e+01,1.962676395300395882e+01,6.516471545120202791e+01,-6.872165629781055429e+01,4.686010386341061462e+01,-1.827131358423554275e+01,5.573758087266602956e+01,6.079411352220171239e+01,5.721428870537016564e+01,1.845740373116258581e+01,3.289784056512067423e+01,2.931345735512181250e+01,-1.487270420718982677e+01,2.713666751548643674e+00
1.000000000000000000e+02,9.549707499384510356e+00,2.537068754327000875e+01,1.148996211445650317e+01,-3.628408808403960251e+01,-2.103135582831453121e+01,-4.840508282696296760e+01,1.644822465704311298e+01,-6.767425791124253465e+01,1.962676395300395882e+01,6.516471545120202791e+01,-6.872165629781055429e+01,4.686010386341061462e+01,-1.827131358423554275e+01,5.573758087266602956e+01,6.079411352220171239e+01,5.721428870537016564e+01,1.845740373116258581e+01,3.289784056512067423e+01,2.931345735512181250e+01,-1.487270420718982677e+01,2.713666751548643674e+00
1.500000000000000000e+02,9.549707499384510356e+00,2.537068754327000875e+01,1.148996211445650317e+01,-3.628408808403960251e+01,-2.103135582831453121e+01,-4.840508282696296760e+01,1.644822465704311298e+01,-6.767425791124253465e+01,1.962676395300395882e+01,6.516471545120202791e+01,-6.872165629781055429e+01,4.686010386341061462e+01,-1.827131358423554275e+01,5.573758087266602956e+01,6.079411352220171239e+01,5.721428870537016564e+01,1.845740373116258581e+01,3.289784056512067423e+01,2.931345735512181250e+01,-1.487270420718982677e+01,2.713666751548643674e+00
2.000000000000000000e+02,8.388983460498552702e+00,7.320431385969143889e+00,-3.492311218257317051e+01,1.994623668141397133e+01,2.052963592596296039e+01,1.561636698860439765e+00,-2.786882067245212014e+01,-2.781102581556227094e+01,-3.840878048002520728e+01,-8.900737344034443765e+01,-6.707234675022380088e+01,3.905574774146742811e-01,2.529768466715413666e+01,-2.527131583818875171e+01,-1.478082834273568835e+01,3.861668542697211848e+01,2.173325901774437696e+01,5.416422982065680003e+01,-5.398295866933690235e+01,4.892100287031389882e+01,-1.767710546538598138e+01
2.500000000000000000e+02,5.162182698937426650e+00,7.909882843849807443e+00,7.007462395419892687e+00,-4.237898635834426386e+00,5.264388860309910001e+01,-2.062292595754691149e+00,-3.976708923440720866e+01,1.088742691937168772e+00,-3.790975557429998588e+01,5.488037458948619829e+00,-2.764438753666647131e+01,3.807466521833411832e+00,-2.874143367184454689e+01,-2.818448774567741566e+01,-2.646546734282582847e+01,-4.559941090596493041e+01,-1.713539412933000960e+01,5.030301031403350009e+01,-4.540098811942013413e+01,-8.966958871039196310e+00,-2.343183758861200161e+01
3.000000000000000000e+02,5.162182698937426650e+00,7.909882843849807443e+00,7.007462395419892687e+00,-4.237898635834426386e+00,5.264388860309910001e+01,-2.062292595754691149e+00,-3.976708923440720866e+01,1.088742691937168772e+00,-3.790975557429998588e+01,5.488037458948619829e+00,-2.764438753666647131e+01,3.807466521833411832e+00,-2.874143367184454689e+01,-2.818448774567741566e+01,-2.646546734282582847e+01,-4.559941090596493041e+01,-1.713539412933000960e+01,5.030301031403350009e+01,-4.540098811942013413e+01,-8.966958871039196310e+00,-2.343183758861200161e+01
3.500000000000000000e+02,5.162182698937426650e+00,7.909882843849807443e+00,7.007462395419892687e+00,-4.237898635834426386e+00,5.264388860309910001e+01,-2.062292595754691149e+00,-3.976708923440720866e+01,1.088742691937168772e+00,-3.790975557429998588e+01,5.488037458948619829e+00,-2.764438753666647131e+01,3.807466521833411832e+00,-2.874143367184454689e+01,-2.818448774567741566e+01,-2.646546734282582847e+01,-4.559941090596493041e+01,-1.713539412933000960e+01,5.030301031403350009e+01,-4.540098811942013413e+01,-8.966958871039196310e+00,-2.343183758861200161e+01
4.000000000000000000e+02,4.290364124333555296e+00,2.779520699516321613e+01,1.532800809866857605e+01,-1.166878498688717514e+01,-1.152872788596901543e+01,-1.654855880322203632e+01,3.017255427261083156e+01,-2.762289761209328276e+01,2.802379617816077229e+01,9.884508616583602247e+00,4.455258113291333188e+01,-3.984918175661316297e+01,3.391442216363829942e+01,6.114833603042264087e+00,-2.831985882278535271e+01,-8.685405790856364661e+00,8.258178041196371666e+00,9.948009487532679884e+00,-2.677650359649816991e+01,4.992816316913148711e+01,-6.299458028659742581e+00
4.500000000000000000e+02,3.642757331375938712e+00,5.197311106953918625e+00,1.532800809866857605e+01,7.367002375861337882e+00,-1.152872788596901543e+01,-2.730088261556137041e+01,3.017255427261083156e+01,1.196263217665072354e+01,2.802379617816077229e+01,9.884508616583602247e+00,4.455258113291333188e+01,-3.984918175661316297e+01,3.391442216363829942e+01,6.114833603042264087e+00,-2.831985882278535271e+01,-8.685405790856364661e+00,8.917973236953081084e+00,9.948009487532679884e+00,-2.677650359649816991e+01,2.944395547593886775e+01,-6.299458028659742581e+00
5.000000000000000000e+02,3.642757331375938712e+00,5.197311106953918625e+00,1.532800809866857605e+01,7.367002375861337882e+00,-1.152872788596901543e+01,-2.730088261556137041e+01,3.017255427261083156e+01,1.196263217665072354e+01,2.802379617816077229e+01,9.884508616583602247e+00,4.455258113291333188e+01,-3.984918175661316297e+01,3.391442216363829942e+01,6.114833603042264087e+00,-2.831985882278535271e+01,-8.685405790856364661e+00,8.917973236953081084e+00,9.948009487532679884e+00,-2.677650359649816991e+01,2.944395547593886775e+01,-6.299458028659742581e+00
