# evals,fx,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
5.000000000000000000e+01,3.932814061050918826e+04,-9.431413490719918968e+00,-2.940432681112106650e+01,3.147989255595163627e+01,-2.592978340239295676e+01,-8.181404421713708075e+00,4.386482450180830028e+01,-1.740163417723307759e+01,8.128465383286774681e+01,-6.390967615946367886e+01,4.822377458265285100e+01,-1.552519127137192356e+01,-1.470928546301153972e+01,2.687597372676775365e+01,4.581240205669061538e+00,-1.702280431211136147e+01,-9.971462388744836858e+01,-8.154753083064957764e+01,4.187887874504255592e+01,4.869119353039437215e+00,3.923209270339378918e+01
1.000000000000000000e+02,3.621572942746116314e+04,2.888297925248809861e+01,-6.475968629182072789e+01,5.764737588463746931e+01,4.526800303417758897e+01,-2.747369743281829102e+01,7.877971239504907430e+01,7.263055855588581267e+01,2.436598678645964000e+01,1.763082522751872716e+00,5.152406773059169609e+01,-1.617014751811386208e+00,-4.220740274095250300e+01,1.445193949781058151e+01,1.710220392178261051e+01,7.961194635067684544e+00,5.467699868061632884e+01,-4.963918633212112752e+01,-4.461018735209486152e+01,-1.256066631369954223e+01,1.942223284062389865e+01
1.500000000000000000e+02,2.831478749126092589e+04,1.918414686603846064e+01,2.218063907266591173e+01,-1.660464984926265686e+01,-1.916569025447127217e+01,-8.974383443482531675e+01,-4.106323795616570749e+01,-2.072354766355718425e+01,-1.567572707285813749e+01,6.057720672432418496e+01,1.811003364653178949e+01,-4.001045406459877718e+00,-1.677280992773830803e+00,4.443943272493774543e+01,-5.919717293032800143e+01,-5.542171180440704603e+01,-2.928659298765730767e+01,-4.899139968655601507e+01,3.159832284807211344e+00,-1.696671870245353375e+00,-2.363356624994272792e+01
2.000000000000000000e+02,1.646865191242768924e+04,3.870989380039204519e+01,-2.107066577490853021e+01,-1.150780095272183701e+01,-2.202261150926869249e+00,2.656225398078595390e+01,-3.958807951130814473e+01,1.650092841954620226e+01,-3.454127069692268037e+01,2.779679502922826728e+01,2.609126505623516579e+01,-4.445069576511083653e+01,5.132087071682065016e+00,-1.012973001318155752e+01,1.438804872216371677e+01,-2.985769633379353394e+01,-1.825256448436221390e+01,-4.039735015982930122e+01,2.688388383861832764e+01,-2.353082728653180666e+01,5.246447548239635950e+01
2.500000000000000000e+02,1.646865191242768924e+04,3.870989380039204519e+01,-2.107066577490853021e+01,-1.150780095272183701e+01,-2.202261150926869249e+00,2.656225398078595390e+01,-3.958807951130814473e+01,1.650092841954620226e+01,-3.454127069692268037e+01,2.779679502922826728e+01,2.609126505623516579e+01,-4.445069576511083653e+01,5.132087071682065016e+00,-1.012973001318155752e+01,1.438804872216371677e+01,-2.985769633379353394e+01,-1.825256448436221390e+01,-4.039735015982930122e+01,2.688388383861832764e+01,-2.353082728653180666e+01,5.246447548239635950e+01
3.000000000000000000e+02,1.646865191242768924e+04,3.870989380039204519e+01,-2.107066577490853021e+01,-1.150780095272183701e+01,-2.202261150926869249e+00,2.656225398078595390e+01,-3.958807951130814473e+01,1.650092841954620226e+01,-3.454127069692268037e+01,2.779679502922826728e+01,2.609126505623516579e+01,-4.445069576511083653e+01,5.132087071682065016e+00,-1.012973001318155752e+01,1.438804872216371677e+01,-2.985769633379353394e+01,-1.825256448436221390e+01,-4.039735015982930122e+01,2.688388383861832764e+01,-2.353082728653180666e+01,5.246447548239635950e+01
3.500000000000000000e+02,1.646865191242768924e+04,3.870989380039204519e+01,-2.107066577490853021e+01,-1.150780095272183701e+01,-2.202261150926869249e+00,2.656225398078595390e+01,-3.958807951130814473e+01,1.650092841954620226e+01,-3.454127069692268037e+01,2.779679502922826728e+01,2.609126505623516579e+01,-4.445069576511083653e+01,5.132087071682065016e+00,-1.012973001318155752e+01,1.438804872216371677e+01,-2.985769633379353394e+01,-1.825256448436221390e+01,-4.039735015982930122e+01,2.688388383861832764e+01,-2.353082728653180666e+01,5.246447548239635950e+01
4.000000000000000000e+02,1.364860141364570154e+04,-7.509374664223649631e+00,1.356226343361317532e+00,-1.816172291552302198e+01,4.773910297384517065e+01,-1.902346895022823503e+00,-2.657627787385538198e+01,9.675971180967557927e+00,-7.779666090453510208e+00,5.649232282227258040e+00,2.441794923606489220e+01,-5.331026312364127051e+00,-4.237627291683635633e+01,-3.693898438213169655e+00,-1.810591201861229038e+01,-1.215074074119931424e+01,-2.309112537231146689e+01,-7.654205057735494222e+01,1.136448521265754508e+01,2.548758797938668152e+01,2.313878710420869123e+00
4.500000000000000000e+02,1.074228396624659945e+04,-2.178796797181519906e+01,3.378806630410100098e+01,-1.777457699783923317e+00,9.767494767374707010e-01,4.676895092440361879e+01,-3.879662248198631858e+01,3.362456108980632052e+01,-2.889714109530121533e+01,8.212827531838014394e+00,-2.484916810016814992e+01,-1.058504960710463649e+01,3.382504117686673695e+00,-3.270447331994660090e+00,4.625655047444695356e+00,-1.500375546898077772e+01,9.664876132499825578e-01,-8.608405667431441088e+00,1.493286750069713342e+01,1.884835908518272873e+00,4.578700323857427179e+01
5.000000000000000000e+02,1.074228396624659945e+04,-2.178796797181519906e+01,3.378806630410100098e+01,-1.777457699783923317e+00,9.767494767374707010e-01,4.676895092440361879e+01,-3.879662248198631858e+01,3.362456108980632052e+01,-2.889714109530121533e+01,8.212827531838014394e+00,-2.484916810016814992e+01,-1.058504960710463649e+01,3.382504117686673695e+00,-3.270447331994660090e+00,4.625655047444695356e+00,-1.500375546898077772e+01,9.664876132499825578e-01,-8.608405667431441088e+00,1.493286750069713342e+01,1.884835908518272873e+00,4.578700323857427179e+01
5.500000000000000000e+02,8.302997614591409729e+03,-3.882423326656358142e+01,1.337018372416538625e+01,-3.851060189246169330e+01,1.808214053847225955e+01,-3.563410498746433319e+01,-7.359297623045641501e+00,-1.911547032562078030e+01,-3.150375759509699947e+00,-4.693181557152454886e+00,-2.077505446684959267e+01,-3.694081287129625579e+00,2.399350497061025322e+01,-1.270777522751782129e+00,-2.930136335882913201e+01,-4.249443403531797614e+00,-4.829343684138720505e-02,-6.721392956264480745e+00,-1.606029282603635977e+00,5.859890085807774263e+00,3.323111012448190849e+01
6.000000000000000000e+02,8.302997614591409729e+03,-3.882423326656358142e+01,1.337018372416538625e+01,-3.851060189246169330e+01,1.808214053847225955e+01,-3.563410498746433319e+01,-7.359297623045641501e+00,-1.911547032562078030e+01,-3.150375759509699947e+00,-4.693181557152454886e+00,-2.077505446684959267e+01,-3.694081287129625579e+00,2.399350497061025322e+01,-1.270777522751782129e+00,-2.930136335882913201e+01,-4.249443403531797614e+00,-4.829343684138720505e-02,-6.721392956264480745e+00,-1.606029282603635977e+00,5.859890085807774263e+00,3.323111012448190849e+01
6.500000000000000000e+02,6.818206987863528411e+03,-3.470816711831803758e+01,-1.647787837252055709e+01,-3.013385051658765690e+00,1.808214053847225955e+01,-3.563410498746433319e+01,-7.359297623045641501e+00,-1.911547032562078030e+01,-3.952885250515903337e+00,2.298920613052053596e+01,-2.077505446684959267e+01,-3.694081287129625579e+00,1.582222906002246354e+01,-1.270777522751782129e+00,-2.930136335882913201e+01,-4.249443403531797614e+00,-4.829343684138720505e-02,-6.721392956264480745e+00,-1.606029282603635977e+00,-6.826894133341895987e+00,3.323111012448190849e+01
7.000000000000000000e+02,6.102348236823324442e+03,-1.579676634315072370e+01,3.197030358932770877e+00,-2.412668953836068297e+01,-2.211614478016036145e+01,2.747888219334471671e+01,-1.218393385985502952e+01,-3.458873984074892149e+01,-1.415573832521931408e+01,2.056651776132211751e+01,8.248465985549895407e+00,1.320636328455050545e+01,1.684425663142484453e+01,2.015076009793065026e+01,1.276147000846246371e+01,-1.035514476057851851e+01,1.630624831311878609e+01,-8.144919077619748649e+00,1.160534146352958018e+01,7.493738427336140262e+00,-1.796381643006369444e+01
7.500000000000000000e+02,5.812904744029890935e+03,-1.876750489414121859e+01,-1.748390014552240146e+01,-5.605170217490031526e+00,2.426941570373885071e+01,7.860945549138163457e+00,-6.414259239737589269e+00,4.596808768530479483e+00,-4.789070993506893359e+00,-1.997944069836565006e+01,2.336900181904304041e+00,2.618443562542712044e+00,-9.484836421541302798e+00,-2.047695661614680773e+01,1.224494452149324175e+01,9.328568042960879936e+00,4.515048018573472888e+01,-2.114496791250844865e+01,2.197768664981943232e+00,1.317348567513176860e+00,2.715893930622811325e+01
8.000000000000000000e+02,4.460322828690656024e+03,-1.642336996547836492e+01,-8.216507777346038210e-01,-2.721199075190885708e+01,6.865603607373369499e+00,-7.225238674978098352e+00,-9.057156838745264338e+00,-8.189514826072777254e+00,-4.744517307738590262e+00,-3.166742968739316666e+01,-8.666153629696232485e+00,-1.345946456682113279e+01,2.830002837842652497e+01,-7.039104474191970162e+00,-9.126793980995879352e+00,8.861991569974865257e-01,-1.441451102580658272e+01,-2.431874756510362801e+01,-1.292962921106111551e+01,2.650397599643729674e+00,-3.389331628632975324e+00
8.500000000000000000e+02,3.806057648043815334e+03,-1.653212706304156399e+01,-1.335589951819848942e+01,-1.095165995005063131e+01,1.952585454864979297e+01,-1.276977389489956138e+01,-4.172214552936367227e+00,-5.243951845599228001e+00,-2.100150882137839403e+00,1.890973382850852857e+01,-7.259596050282839386e-01,8.919441024572684285e+00,-1.367641893359554572e+01,4.169726777216176572e+00,-1.397694999229139157e+01,1.927356593825174613e+01,-1.831237608227855418e+01,-8.201673608847681152e+00,-9.583932653843831417e+00,-6.097922903958311380e+00,3.000365557956679297e+01
9.000000000000000000e+02,3.605065253305816896e+03,-1.959848371490837238e+01,-1.748390014552240146e+01,-5.605170217490031526e+00,2.591520633904798743e+01,-2.033659138901377617e+01,-6.414259239737589269e+00,5.909506666101491668e+00,-4.789070993506893359e+00,7.478753353651393709e+00,1.180636779111561729e+01,2.618443562542712044e+00,-9.484836421541302798e+00,-1.189224060080832857e+01,1.224494452149324175e+01,1.428408024626280692e+01,1.050267373772305923e+01,-6.827970202452847914e+00,2.197768664981943232e+00,-3.574910518251484870e+00,2.715893930622811325e+01
9.500000000000000000e+02,2.569946741762457350e+03,-1.780691090467178128e+01,-4.219464216384201549e+00,-7.453956793918688817e+00,2.658836225832642342e+01,-5.312055427085805803e+00,-9.402617317308669342e+00,7.199873912198821557e+00,-8.314338258728396269e+00,9.404727643583459695e+00,-7.906167811763999964e-01,-8.931507878509645337e+00,-1.650787299809985953e+00,-2.225665958139473588e+01,1.009036214871088788e+01,-4.394981306853523506e+00,-2.162589863741851026e+00,-1.695577597432038885e+01,1.088371613159068119e+01,5.981288120024182753e+00,-7.024714875527067193e-01
1.000000000000000000e+03,2.569946741762457350e+03,-1.780691090467178128e+01,-4.219464216384201549e+00,-7.453956793918688817e+00,2.658836225832642342e+01,-5.312055427085805803e+00,-9.402617317308669342e+00,7.199873912198821557e+00,-8.314338258728396269e+00,9.404727643583459695e+00,-7.906167811763999964e-01,-8.931507878509645337e+00,-1.650787299809985953e+00,-2.225665958139473588e+01,1.009036214871088788e+01,-4.394981306853523506e+00,-2.162589863741851026e+00,-1.695577597432038885e+01,1.088371613159068119e+01,5.981288120024182753e+00,-7.024714875527067193e-01
